ISSUE ID,FACTOR NAME,ISSUE TYPE TITLE,ISSUE TYPE CODE,ISSUE TYPE SEVERITY,ISSUE RECOMMENDATION,FIRST SEEN,LAST SEEN,IP ADDRESSES,HOSTNAME,SUBDOMAIN,TARGET,PORTS,STATUS,CVE,DESCRIPTION,TIME SINCE PUBLISHED,TIME OPEN SINCE PUBLISHED,COOKIE NAME,DATA,COMMON NAME,KEY LENGTH,USING RC4?,ISSUER ORGANIZATION NAME,PROVIDER,DETECTED SERVICE,PRODUCT,VERSION,PLATFORM,BROWSER,DESTINATION IPS,MALWARE FAMILY,MALWARE TYPE,DETECTION METHOD,LABEL,INITIAL URL,FINAL URL,REQUEST CHAIN,HEADERS,ANALYSIS,% OF SIMILAR COMPANIES WITH THE ISSUE,AVERAGE FINDINGS (similar companies),ISSUE TYPE SCORE IMPACT
d335691c-63f4-5d50-bd11-098195ffeab4,Network Security,Cloud Provider Service Used,service_cloud_provider,INFO,"Identification of a cloud provider service could be useful information to your customers and partners, and there is no recommended action.",05/02/2025,02/27/2026,129.150.52.232,,,,443,active,,,,,,"HTTP/1.1 200 OK\r\nServer: nginx/1.18.0 (Ubuntu)\r\nDate: Fri, 27 Feb 2026 15:49:43 GMT\r\nContent-Type: text/html; charset=utf-8\r\nContent-Length: 5132\r\nConnection: close\r\n\r\n<html>\n\n<head>\n  <title>Chatbot Widget</title>\n  <link href=""https://cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/css/bootstrap.min.css"" rel=""stylesheet"">\n  <script src=""https://cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/js/bootstrap.bundle.min.js""></script>\n\n\n  </style>\n  <!--Let browser know website is optimized for mobile-->\n  <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"" />\n  <meta content=""text/html;charset=utf-8"" http-equiv=""Content-Type"" />\n  <meta content=""utf-8"" http-equiv=""encoding"" />\n\n  <!-- Bhushan -->\n  <meta charset=""UTF-8"">\n  <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">\n\n  <!--Import Google Icon Font-->\n  <link href=""https://fonts.googleapis.com/icon?family=Material+Icons"" rel=""stylesheet"" />\n  <link rel=""preconnect"" href=""https://fonts.gstatic.com"" />\n  <link href=""https://fonts.googleapis.com/css2?family=Open+Sans&display=swap"" rel=""stylesheet"" />\n  <link href=""https://fonts.googleapis.com/css?family=Raleway:500&display=swap"" rel=""stylesheet"" />\n\n  <link rel=""preconnect"" href=""https://fonts.gstatic.com"" />\n  <link href=""https://fonts.googleapis.com/css2?family=Roboto:wght@300&display=swap"" rel=""stylesheet"" />\n\n  <link rel=""preconnect"" href=""https://fonts.gstatic.com"" />\n  <link href=""https://fonts.googleapis.com/css2?family=Lato&display=swap"" rel=""stylesheet"" />\n\n  <!--Import Font Awesome Icon Font-->\n  <link rel=""stylesheet"" href=""https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css""\n    integrity=""sha256-eZrrJcwDc/3uDhsdt61sL2oOBY362qM3lon1gyExkL0="" crossorigin=""anonymous"" />\n\n  <!--Import materialize.css-->\n  <link rel=""stylesheet"" type=""text/css"" href=""static/css/materialize.min.css"" />\n\n  <!--Main css-->\n  <link rel=""stylesheet"" type=""text/css"" href=""static/css/style.css"" />\n  <!-- <meta name=""viewport"" content=""width=device-width, initial-scale=1"" /> -->\n</head>\n\n<body style=""background: none !important; overflow: hidden;"">\n  <div class=""container"">\n    <!-- Modal for rendering the charts, declare this if you want to render charts, \n         else you remove the modal -->\n    <div id=""modal1"" class=""modal"">\n      <canvas id=""modal-chart""></canvas>\n    </div>\n\n    <div class=""container"">\n\n      <div class=""row justify-content-end"">\n        <!--chatbot widget -->\n        <div class=""col-12 col-sm-8 col-md-6 widget"" style=""border: none; padding-left: 0; padding-right: 0;"">\n          <div class=""chat_header d-flex justify-content-between align-items-center p-2""> \n            <div class=""row w-100"">\n                <div class=""col-8 col-md-6"">\n                    <span class=""chat_header_title""><b>HNBGI Nexa</b></span>\n                </div>\n                <div class=""col-4 col-md-6 text-end"" style=""padding: 3px;"">\n                    <a href=""#"" id=""close"" class=""closer me-3"" style=""font-size: 27px; color: aliceblue;"">\xC3\x97</a>\n                    <a href=""#"" id=""restart"" class=""home"" style=""margin-right: 14px;"">\n                        <i class=""fa fa-home"" aria-hidden=""true"" style=""font-size: 25px; color: white;""></i>\n                    </a>\n                </div>\n            </div>\n        </div>\n\n          <!--Chatbot contents goes here -->\n          <div class=""chats"" id=""chats"">\n            <div class=""clearfix"">\n            </div>\n          </div>\n\n          <!--keypad for user to type the message -->\n          <div class=""keypad"">\n            <textarea id=""userInput"" placeholder=""Type a message..."" class=""usrInput""></textarea>\n            <div id=""sendButton"">\n\n\n              <div id=""sendButtonnew"" style=""display: inline; width: 20%;"">\n\n                <span id=""mic"" style=""padding-right: 7px;""><i class=""fa fa-microphone voicerecord"" style=""display: inline;""\n                    onclick=""listen()""></i></span>\n                <span id=""sendButton""><i class=""fa fa-paper-plane micandsend"" aria-hidden=""true""\n                    style=""display: inline;""></i></span>\n              </div>\n            </div>\n          </div>\n        </div>\n      </div>\n\n    </div>\n\n\n    <!--bot profile-->\n    <div class=""profile_div"" id=""profile_div"">\n      <img class=""imgProfile"" src=""static/img/HNB.png"" /> <!--static/img/botAvatar.png-->\n    </div>\n\n    <!-- Bot pop-up intro -->\n    <!-- <div class=""tap-target"" data-target=""profile_div"">\n        <div class=""tap-target-content"">\n          <h5 class=""white-text"">Hello there \xF0\x9F\x91\x8B</h5>\n          <p class=""white-text"">\n            AcclBot welcomes you to the world of Prudential Insurance.\n          </p>\n        </div>\n      </div> -->\n  </div>\n  \n\n  <!--JavaScript at end of body for optimized loading-->\n  <script src=""https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js""></script>\n  <script type=""text/javascript"" src=""static/js/lib/materialize.min.js""></script>\n  <script src=""static/js/lib/uuid.min.js""></script>\n\n  <!--Main Script -->\n  <script type=""text/javascript"" src=""static/js/lib/showdown.min.js""></script>\n  <script type=""text/javascript"" src=""static/js/script.js""></script>\n\n  \n  <!--Chart.js Script -->\n  <script type=""text/javascript"" src=""static/js/lib/chart.min.js""></script>\n  \n</body>\n\n</html>",,,,,,,nginx,1.18.0,,,,,,,,,,,,,,,0.00
109daaed-3e61-5f54-8c2a-d8b19c7ee296,Network Security,Cloud Provider Service Used,service_cloud_provider,INFO,"Identification of a cloud provider service could be useful information to your customers and partners, and there is no recommended action.",10/12/2025,02/27/2026,152.69.211.76,,,,80,active,,,,,,"HTTP/1.1 301 Moved Permanently\r\nServer: nginx/1.18.0 (Ubuntu)\r\nDate: Fri, 27 Feb 2026 05:54:09 GMT\r\nContent-Type: text/html\r\nContent-Length: 178\r\nConnection: close\r\nLocation: https://hnbginexa.hnbgeneral.com/\r\n\r\n<html>\r\n<head><title>301 Moved Permanently</title></head>\r\n<body>\r\n<center><h1>301 Moved Permanently</h1></center>\r\n<hr><center>nginx/1.18.0 (Ubuntu)</center>\r\n</body>\r\n</html>\r\n",,,,,,,nginx,1.18.0,,,,,,,,,,,,,,,0.00
7d2fe64b-aecd-5a7c-b83b-8a16c477cfca,Network Security,Cloud Provider Service Used,service_cloud_provider,INFO,"Identification of a cloud provider service could be useful information to your customers and partners, and there is no recommended action.",09/11/2025,02/27/2026,152.69.211.76,,,,443,active,,,,,,"HTTP/1.1 200 OK\r\nServer: nginx/1.18.0 (Ubuntu)\r\nDate: Fri, 27 Feb 2026 05:54:09 GMT\r\nContent-Type: text/html; charset=utf-8\r\nContent-Length: 5132\r\nConnection: close\r\n\r\n<html>\n\n<head>\n  <title>Chatbot Widget</title>\n  <link href=""https://cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/css/bootstrap.min.css"" rel=""stylesheet"">\n  <script src=""https://cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/js/bootstrap.bundle.min.js""></script>\n\n\n  </style>\n  <!--Let browser know website is optimized for mobile-->\n  <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"" />\n  <meta content=""text/html;charset=utf-8"" http-equiv=""Content-Type"" />\n  <meta content=""utf-8"" http-equiv=""encoding"" />\n\n  <!-- Bhushan -->\n  <meta charset=""UTF-8"">\n  <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">\n\n  <!--Import Google Icon Font-->\n  <link href=""https://fonts.googleapis.com/icon?family=Material+Icons"" rel=""stylesheet"" />\n  <link rel=""preconnect"" href=""https://fonts.gstatic.com"" />\n  <link href=""https://fonts.googleapis.com/css2?family=Open+Sans&display=swap"" rel=""stylesheet"" />\n  <link href=""https://fonts.googleapis.com/css?family=Raleway:500&display=swap"" rel=""stylesheet"" />\n\n  <link rel=""preconnect"" href=""https://fonts.gstatic.com"" />\n  <link href=""https://fonts.googleapis.com/css2?family=Roboto:wght@300&display=swap"" rel=""stylesheet"" />\n\n  <link rel=""preconnect"" href=""https://fonts.gstatic.com"" />\n  <link href=""https://fonts.googleapis.com/css2?family=Lato&display=swap"" rel=""stylesheet"" />\n\n  <!--Import Font Awesome Icon Font-->\n  <link rel=""stylesheet"" href=""https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.min.css""\n    integrity=""sha256-eZrrJcwDc/3uDhsdt61sL2oOBY362qM3lon1gyExkL0="" crossorigin=""anonymous"" />\n\n  <!--Import materialize.css-->\n  <link rel=""stylesheet"" type=""text/css"" href=""static/css/materialize.min.css"" />\n\n  <!--Main css-->\n  <link rel=""stylesheet"" type=""text/css"" href=""static/css/style.css"" />\n  <!-- <meta name=""viewport"" content=""width=device-width, initial-scale=1"" /> -->\n</head>\n\n<body style=""background: none !important; overflow: hidden;"">\n  <div class=""container"">\n    <!-- Modal for rendering the charts, declare this if you want to render charts, \n         else you remove the modal -->\n    <div id=""modal1"" class=""modal"">\n      <canvas id=""modal-chart""></canvas>\n    </div>\n\n    <div class=""container"">\n\n      <div class=""row justify-content-end"">\n        <!--chatbot widget -->\n        <div class=""col-12 col-sm-8 col-md-6 widget"" style=""border: none; padding-left: 0; padding-right: 0;"">\n          <div class=""chat_header d-flex justify-content-between align-items-center p-2""> \n            <div class=""row w-100"">\n                <div class=""col-8 col-md-6"">\n                    <span class=""chat_header_title""><b>HNBGI Nexa</b></span>\n                </div>\n                <div class=""col-4 col-md-6 text-end"" style=""padding: 3px;"">\n                    <a href=""#"" id=""close"" class=""closer me-3"" style=""font-size: 27px; color: aliceblue;"">\xC3\x97</a>\n                    <a href=""#"" id=""restart"" class=""home"" style=""margin-right: 14px;"">\n                        <i class=""fa fa-home"" aria-hidden=""true"" style=""font-size: 25px; color: white;""></i>\n                    </a>\n                </div>\n            </div>\n        </div>\n\n          <!--Chatbot contents goes here -->\n          <div class=""chats"" id=""chats"">\n            <div class=""clearfix"">\n            </div>\n          </div>\n\n          <!--keypad for user to type the message -->\n          <div class=""keypad"">\n            <textarea id=""userInput"" placeholder=""Type a message..."" class=""usrInput""></textarea>\n            <div id=""sendButton"">\n\n\n              <div id=""sendButtonnew"" style=""display: inline; width: 20%;"">\n\n                <span id=""mic"" style=""padding-right: 7px;""><i class=""fa fa-microphone voicerecord"" style=""display: inline;""\n                    onclick=""listen()""></i></span>\n                <span id=""sendButton""><i class=""fa fa-paper-plane micandsend"" aria-hidden=""true""\n                    style=""display: inline;""></i></span>\n              </div>\n            </div>\n          </div>\n        </div>\n      </div>\n\n    </div>\n\n\n    <!--bot profile-->\n    <div class=""profile_div"" id=""profile_div"">\n      <img class=""imgProfile"" src=""static/img/HNB.png"" /> <!--static/img/botAvatar.png-->\n    </div>\n\n    <!-- Bot pop-up intro -->\n    <!-- <div class=""tap-target"" data-target=""profile_div"">\n        <div class=""tap-target-content"">\n          <h5 class=""white-text"">Hello there \xF0\x9F\x91\x8B</h5>\n          <p class=""white-text"">\n            AcclBot welcomes you to the world of Prudential Insurance.\n          </p>\n        </div>\n      </div> -->\n  </div>\n  \n\n  <!--JavaScript at end of body for optimized loading-->\n  <script src=""https://ajax.googleapis.com/ajax/libs/jquery/3.3.1/jquery.min.js""></script>\n  <script type=""text/javascript"" src=""static/js/lib/materialize.min.js""></script>\n  <script src=""static/js/lib/uuid.min.js""></script>\n\n  <!--Main Script -->\n  <script type=""text/javascript"" src=""static/js/lib/showdown.min.js""></script>\n  <script type=""text/javascript"" src=""static/js/script.js""></script>\n\n  \n  <!--Chart.js Script -->\n  <script type=""text/javascript"" src=""static/js/lib/chart.min.js""></script>\n  \n</body>\n\n</html>",,,,,,,nginx,1.18.0,,,,,,,,,,,,,,,0.00
776be7d1-c386-5ac7-85e4-f74cb96832da,Network Security,Cloud Provider Service Used,service_cloud_provider,INFO,"Identification of a cloud provider service could be useful information to your customers and partners, and there is no recommended action.",06/23/2025,02/27/2026,140.245.106.104,,,,443,active,,,,,,"HTTP/1.1 404 Not Found\r\nDate: Fri, 27 Feb 2026 00:14:20 GMT\r\nContent-Type: text/html\r\nContent-Length: 146\r\nConnection: close\r\nStrict-Transport-Security: max-age=31536000; includeSubDomains\r\n\r\n<html>\r\n<head><title>404 Not Found</title></head>\r\n<body>\r\n<center><h1>404 Not Found</h1></center>\r\n<hr><center>nginx</center>\r\n</body>\r\n</html>\r\n",,,,,,,nginx,,,,,,,,,,,,,,,,0.00
a32ae1b2-9ff3-5ecb-8d16-d680ef9f8d93,Network Security,Cloud Provider Service Used,service_cloud_provider,INFO,"Identification of a cloud provider service could be useful information to your customers and partners, and there is no recommended action.",06/23/2025,02/27/2026,140.245.106.104,,,,80,active,,,,,,"HTTP/1.1 404 Not Found\r\nDate: Fri, 27 Feb 2026 00:14:22 GMT\r\nContent-Type: text/html\r\nContent-Length: 146\r\nConnection: close\r\n\r\n<html>\r\n<head><title>404 Not Found</title></head>\r\n<body>\r\n<center><h1>404 Not Found</h1></center>\r\n<hr><center>nginx</center>\r\n</body>\r\n</html>\r\n",,,,,,,nginx,,,,,,,,,,,,,,,,0.00
6a5ff8e9-0267-5353-be24-dfc80a109143,Network Security,Cloud Provider Service Used,service_cloud_provider,INFO,"Identification of a cloud provider service could be useful information to your customers and partners, and there is no recommended action.",04/12/2024,02/26/2026,168.138.165.71,,,,443,active,,,,,,"HTTP/1.1 404 Not Found\r\nDate: Thu, 26 Feb 2026 12:13:12 GMT\r\nContent-Type: text/html\r\nContent-Length: 146\r\nConnection: close\r\nStrict-Transport-Security: max-age=31536000; includeSubDomains\r\n\r\n<html>\r\n<head><title>404 Not Found</title></head>\r\n<body>\r\n<center><h1>404 Not Found</h1></center>\r\n<hr><center>nginx</center>\r\n</body>\r\n</html>\r\n",,,,,,,nginx,,,,,,,,,,,,,,,,0.00
33dbd6d4-5ea4-51d3-9a5c-1453552c1b44,Network Security,Certificate Is Expired,tlscert_expired,LOW,"Services presenting expired certificates should cause noticeable failures, so confirm the service is still in use. If the service is not in use, decommission it. Otherwise, contact the CA and arrange issuance of a new certificate.
Evaluate the organization's certificate management policy to ensure that certificates are renewed or decommissioned prior to their expiration date.",08/16/2025,02/26/2026,,,,168.138.165.71,,active,,,,,,449dfedaf9a63c7b8d18ea09d3fe5dfe962bdd83ce625a8517603ce8268d3fe0,,,,,,,,,,,,,,,,,,,2025-08-15T11:02:49Z,,,,2.01
5d1c2c68-42ef-5086-9c13-a41e50f7cffd,Network Security,Certificate Without Revocation Control,tlscert_no_revocation,LOW,"If the service is not in use, decommission it. Otherwise, contact the CA and arrange issuance of a new certificate.",08/21/2024,02/26/2026,,,,168.138.165.71,,active,,,,,,449dfedaf9a63c7b8d18ea09d3fe5dfe962bdd83ce625a8517603ce8268d3fe0,,,,,,,,,,,,,,,,,,,,,,,1.55
d55d6397-aced-5e48-8205-df8cc09785c5,Network Security,Certificate Is Self-Signed,tlscert_self_signed,LOW,"If the service is not in use, decommission it. Otherwise, contact the CA and arrange issuance of a new certificate.",01/23/2026,02/14/2026,,,,168.138.165.71,,active,,,,,,449dfedaf9a63c7b8d18ea09d3fe5dfe962bdd83ce625a8517603ce8268d3fe0,,,,,,,,,,,,,,,,,,,,,,,1.71
05a932b1-d8c9-5135-9f9c-b394cedf2c18,Patching Cadence,High-severity CVE patching analyzed,patching_analysis_high,INFO,"Monitor CVE lists and vulnerability repositories for exploit code that may affect the network infrastructure. Subscribe to the National Vulnerability Database (NVD) RSS or other feeds to learn of  new exploits and vulnerabilities as they are released. Maintain a regular updating schedule for all your software and hardware, and apply all the latest patches as they are released. Also, correlate this analysis with individual CVE findings in your Scorecard to help you better understand the effectiveness of your patching practices.",12/15/2021,03/03/2026,,,,,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
b032a710-956e-5340-85ef-8c81b0449faf,Patching Cadence,Low-severity CVE patching analyzed,patching_analysis_low,INFO,"Monitor CVE lists and vulnerability repositories for exploit code that may affect the network infrastructure. Subscribe to the National Vulnerability Database (NVD) RSS or other feeds to learn of  new exploits and vulnerabilities as they are released. Maintain a regular updating schedule for all your software and hardware, and apply all the latest patches as they are released. Also, correlate this analysis with individual CVE findings in your Scorecard to help you better understand the effectiveness of your patching practices.",12/15/2021,03/03/2026,,,,,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
6325ff9b-efb0-538a-963a-99554ce6660e,Patching Cadence,Medium-severity CVE patching analyzed,patching_analysis_medium,INFO,"Monitor CVE lists and vulnerability repositories for exploit code that may affect the network infrastructure. Subscribe to the National Vulnerability Database (NVD) RSS or other feeds to learn of  new exploits and vulnerabilities as they are released. Maintain a regular updating schedule for all your software and hardware, and apply all the latest patches as they are released. Also, correlate this analysis with individual CVE findings in your Scorecard to help you better understand the effectiveness of your patching practices.",12/15/2021,03/03/2026,,,,,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
c6b85637-0154-59bb-84d5-4664addd1131,Patching Cadence,High-Severity CVSS v3.0 Vulnerability Patching Cadence,patching_cadence_v3_high,INFO,"Monitor CVE lists and vulnerability repositories for exploit code that may affect your infrastructure. Subscribe to the National Vulnerability Database (NVD) RSS or other feeds to be alerted to new exploits and vulnerabilities as they are released. Maintain a regular updating schedule for all software and hardware in use within your enterprise, ensuring that all the latest patches are implemented as they are released.",05/12/2025,02/27/2026,129.150.52.232,,,,443,active,CVE-2023-44487,"The HTTP/2 protocol allows a denial of service (server resource consumption) because request cancellation can reset many streams quickly, as exploited in the wild in August through October 2023.",,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
081c8f48-6e21-5a4e-87b0-699934048206,Patching Cadence,High-Severity CVSS v3.0 Vulnerability Patching Cadence,patching_cadence_v3_high,INFO,"Monitor CVE lists and vulnerability repositories for exploit code that may affect your infrastructure. Subscribe to the National Vulnerability Database (NVD) RSS or other feeds to be alerted to new exploits and vulnerabilities as they are released. Maintain a regular updating schedule for all software and hardware in use within your enterprise, ensuring that all the latest patches are implemented as they are released.",05/12/2025,02/27/2026,129.150.52.232,,,,443,active,CVE-2021-3618,"ALPACA is an application layer protocol content confusion attack, exploiting TLS servers implementing different protocols but using compatible certificates, such as multi-domain or wildcard certificates. A MiTM attacker having access to victim's traffic at the TCP/IP layer can redirect traffic from one subdomain to another, resulting in a valid TLS session. This breaks the authentication of TLS and cross-protocol attacks may be possible where the behavior of one protocol service may compromise the other at the application layer.",,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
f0aca1f0-7c04-5004-8c03-1512b84fcd1b,Patching Cadence,High-Severity CVSS v3.0 Vulnerability Patching Cadence,patching_cadence_v3_high,INFO,"Monitor CVE lists and vulnerability repositories for exploit code that may affect your infrastructure. Subscribe to the National Vulnerability Database (NVD) RSS or other feeds to be alerted to new exploits and vulnerabilities as they are released. Maintain a regular updating schedule for all software and hardware in use within your enterprise, ensuring that all the latest patches are implemented as they are released.",05/12/2025,02/27/2026,129.150.52.232,,,,80,active,CVE-2023-44487,"The HTTP/2 protocol allows a denial of service (server resource consumption) because request cancellation can reset many streams quickly, as exploited in the wild in August through October 2023.",,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
ea3f32e8-2381-5a5f-8caf-7610d9adeb29,Patching Cadence,High-Severity CVSS v3.0 Vulnerability Patching Cadence,patching_cadence_v3_high,INFO,"Monitor CVE lists and vulnerability repositories for exploit code that may affect your infrastructure. Subscribe to the National Vulnerability Database (NVD) RSS or other feeds to be alerted to new exploits and vulnerabilities as they are released. Maintain a regular updating schedule for all software and hardware in use within your enterprise, ensuring that all the latest patches are implemented as they are released.",05/12/2025,02/27/2026,129.150.52.232,,,,443,active,CVE-2022-41742,"NGINX Open Source before versions 1.23.2 and 1.22.1, NGINX Open Source Subscription before versions R2 P1 and R1 P1, and NGINX Plus before versions R27 P1 and R26 P1 have a vulnerability in the module ngx_http_mp4_module that might allow a local attacker to cause a worker process crash, or might result in worker process memory disclosure by using a specially crafted audio or video file. The issue affects only NGINX products that are built with the module ngx_http_mp4_module, when the mp4 directive is used in the configuration file. Further, the attack is possible only if an attacker can trigger processing of a specially crafted audio or video file with the module ngx_http_mp4_module.",,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
c2320f04-b68d-5f4c-9362-68cb0b960074,Patching Cadence,High-Severity CVSS v3.0 Vulnerability Patching Cadence,patching_cadence_v3_high,INFO,"Monitor CVE lists and vulnerability repositories for exploit code that may affect your infrastructure. Subscribe to the National Vulnerability Database (NVD) RSS or other feeds to be alerted to new exploits and vulnerabilities as they are released. Maintain a regular updating schedule for all software and hardware in use within your enterprise, ensuring that all the latest patches are implemented as they are released.",05/12/2025,02/27/2026,129.150.52.232,,,,443,active,CVE-2022-41741,"NGINX Open Source before versions 1.23.2 and 1.22.1, NGINX Open Source Subscription before versions R2 P1 and R1 P1, and NGINX Plus before versions R27 P1 and R26 P1 have a vulnerability in the module ngx_http_mp4_module that might allow a local attacker to corrupt NGINX worker memory, resulting in its termination or potential other impact using a specially crafted audio or video file. The issue affects only NGINX products that are built with the ngx_http_mp4_module, when the mp4 directive is used in the configuration file. Further, the attack is possible only if an attacker can trigger processing of a specially crafted audio or video file with the module ngx_http_mp4_module.",,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
b88ed517-83eb-54d8-a06c-80bda84598e7,Patching Cadence,High-Severity CVSS v3.0 Vulnerability Patching Cadence,patching_cadence_v3_high,INFO,"Monitor CVE lists and vulnerability repositories for exploit code that may affect your infrastructure. Subscribe to the National Vulnerability Database (NVD) RSS or other feeds to be alerted to new exploits and vulnerabilities as they are released. Maintain a regular updating schedule for all software and hardware in use within your enterprise, ensuring that all the latest patches are implemented as they are released.",05/12/2025,02/27/2026,129.150.52.232,,,,80,active,CVE-2022-41742,"NGINX Open Source before versions 1.23.2 and 1.22.1, NGINX Open Source Subscription before versions R2 P1 and R1 P1, and NGINX Plus before versions R27 P1 and R26 P1 have a vulnerability in the module ngx_http_mp4_module that might allow a local attacker to cause a worker process crash, or might result in worker process memory disclosure by using a specially crafted audio or video file. The issue affects only NGINX products that are built with the module ngx_http_mp4_module, when the mp4 directive is used in the configuration file. Further, the attack is possible only if an attacker can trigger processing of a specially crafted audio or video file with the module ngx_http_mp4_module.",,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
8d3fb318-4eb0-5513-aba2-aa439786892e,Patching Cadence,High-Severity CVSS v3.0 Vulnerability Patching Cadence,patching_cadence_v3_high,INFO,"Monitor CVE lists and vulnerability repositories for exploit code that may affect your infrastructure. Subscribe to the National Vulnerability Database (NVD) RSS or other feeds to be alerted to new exploits and vulnerabilities as they are released. Maintain a regular updating schedule for all software and hardware in use within your enterprise, ensuring that all the latest patches are implemented as they are released.",05/12/2025,02/27/2026,129.150.52.232,,,,443,active,CVE-2021-23017,"A security issue in nginx resolver was identified, which might allow an attacker who is able to forge UDP packets from the DNS server to cause 1-byte memory overwrite, resulting in worker process crash or potential other impact.",,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
30a906b6-94c1-593c-b0bc-69a5592187a1,Patching Cadence,High-Severity CVSS v3.0 Vulnerability Patching Cadence,patching_cadence_v3_high,INFO,"Monitor CVE lists and vulnerability repositories for exploit code that may affect your infrastructure. Subscribe to the National Vulnerability Database (NVD) RSS or other feeds to be alerted to new exploits and vulnerabilities as they are released. Maintain a regular updating schedule for all software and hardware in use within your enterprise, ensuring that all the latest patches are implemented as they are released.",05/12/2025,02/27/2026,129.150.52.232,,,,80,active,CVE-2021-23017,"A security issue in nginx resolver was identified, which might allow an attacker who is able to forge UDP packets from the DNS server to cause 1-byte memory overwrite, resulting in worker process crash or potential other impact.",,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
62d81b92-a03e-5b57-b71f-a3b54dcb2577,Patching Cadence,High-Severity CVSS v3.0 Vulnerability Patching Cadence,patching_cadence_v3_high,INFO,"Monitor CVE lists and vulnerability repositories for exploit code that may affect your infrastructure. Subscribe to the National Vulnerability Database (NVD) RSS or other feeds to be alerted to new exploits and vulnerabilities as they are released. Maintain a regular updating schedule for all software and hardware in use within your enterprise, ensuring that all the latest patches are implemented as they are released.",05/12/2025,02/27/2026,129.150.52.232,,,,80,active,CVE-2021-3618,"ALPACA is an application layer protocol content confusion attack, exploiting TLS servers implementing different protocols but using compatible certificates, such as multi-domain or wildcard certificates. A MiTM attacker having access to victim's traffic at the TCP/IP layer can redirect traffic from one subdomain to another, resulting in a valid TLS session. This breaks the authentication of TLS and cross-protocol attacks may be possible where the behavior of one protocol service may compromise the other at the application layer.",,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
266dbe76-b983-5692-bb3d-84231f409c08,Patching Cadence,High-Severity CVSS v3.0 Vulnerability Patching Cadence,patching_cadence_v3_high,INFO,"Monitor CVE lists and vulnerability repositories for exploit code that may affect your infrastructure. Subscribe to the National Vulnerability Database (NVD) RSS or other feeds to be alerted to new exploits and vulnerabilities as they are released. Maintain a regular updating schedule for all software and hardware in use within your enterprise, ensuring that all the latest patches are implemented as they are released.",05/12/2025,02/27/2026,129.150.52.232,,,,80,active,CVE-2022-41741,"NGINX Open Source before versions 1.23.2 and 1.22.1, NGINX Open Source Subscription before versions R2 P1 and R1 P1, and NGINX Plus before versions R27 P1 and R26 P1 have a vulnerability in the module ngx_http_mp4_module that might allow a local attacker to corrupt NGINX worker memory, resulting in its termination or potential other impact using a specially crafted audio or video file. The issue affects only NGINX products that are built with the ngx_http_mp4_module, when the mp4 directive is used in the configuration file. Further, the attack is possible only if an attacker can trigger processing of a specially crafted audio or video file with the module ngx_http_mp4_module.",,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
206311e5-4191-503e-90a9-a237377968ec,Patching Cadence,High-Severity CVSS v3.0 Vulnerability Patching Cadence,patching_cadence_v3_high,INFO,"Monitor CVE lists and vulnerability repositories for exploit code that may affect your infrastructure. Subscribe to the National Vulnerability Database (NVD) RSS or other feeds to be alerted to new exploits and vulnerabilities as they are released. Maintain a regular updating schedule for all software and hardware in use within your enterprise, ensuring that all the latest patches are implemented as they are released.",10/01/2025,02/27/2026,152.69.211.76,,,,80,active,CVE-2021-23017,"A security issue in nginx resolver was identified, which might allow an attacker who is able to forge UDP packets from the DNS server to cause 1-byte memory overwrite, resulting in worker process crash or potential other impact.",,,,,,,,,,,,,,,,,,,,,,,,,,,0.00
