Issue ID,First Observed,Last Observed,CVE,Vulnerability,Domain,Certificate Common Name,Ip address,Ip addresses,Hostname,Port,Email,Product name,Product version,IP Address,Port,CVE Publish Date,Last Observed,Banner,Data,Source,Url,Explanation,Vulnerability description,Last Observed,Decay Reason,Observation Details,Observation Count,Average Findings (similar companies),Issue Incidence
c0f69cf9-3f93-5644-9494-d519fb11de90,2025-12-11T18:11:50,2026-02-13T16:07:30,,CVE-2025-66200,,,,,,80,,,,146.190.102.247,80,2025-12-05,2026-02-13T16:07:30,,,,,,"mod_userdir+suexec bypass via AllowOverride FileInfo vulnerability in Apache HTTP Server. Users with access to use the RequestHeader directive in htaccess can cause some CGI scripts to run under an unexpected userid.

This issue affects Apache HTTP Server: from 2.4.7 through 2.4.65.

Users are recommended to upgrade to version 2.4.66, which fixes the issue.",,,,0,,0
55185247-dba0-5ff4-9708-ed70cce5edec,2025-05-07T05:47:49,2026-02-13T16:07:30,,CVE-2023-48795,,,,,,22,,,,146.190.102.247,22,2023-12-18,2026-02-13T16:07:30,,,,,,"The SSH transport protocol with certain OpenSSH extensions, found in OpenSSH before 9.6 and other products, allows remote attackers to bypass integrity checks such that some packets are omitted (from the extension negotiation message), and a client and server may consequently end up with a connection for which some security features have been downgraded or disabled, aka a Terrapin attack. This occurs because the SSH Binary Packet Protocol (BPP), implemented by these extensions, mishandles the handshake phase and mishandles use of sequence numbers. For example, there is an effective attack against SSH's use of ChaCha20-Poly1305 (and CBC with Encrypt-then-MAC). The bypass occurs in chacha20-poly1305@openssh.com and (if CBC is used) the -etm@openssh.com MAC algorithms. This also affects Maverick Synergy Java SSH API before 3.1.0-SNAPSHOT, Dropbear through 2022.83, Ssh before 5.1.1 in Erlang/OTP, PuTTY before 0.80, AsyncSSH before 2.14.2, golang.org/x/crypto before 0.17.0, libssh before 0.10.6, libssh2 through 1.11.0, Thorn Tech SFTP Gateway before 3.4.6, Tera Term before 5.1, Paramiko before 3.4.0, jsch before 0.2.15, SFTPGo before 2.5.6, Netgate pfSense Plus through 23.09.1, Netgate pfSense CE through 2.7.2, HPN-SSH through 18.2.0, ProFTPD before 1.3.8b (and before 1.3.9rc2), ORYX CycloneSSH before 2.3.4, NetSarang XShell 7 before Build 0144, CrushFTP before 10.6.0, ConnectBot SSH library before 2.2.22, Apache MINA sshd through 2.11.0, sshj through 0.37.0, TinySSH through 20230101, trilead-ssh2 6401, LANCOM LCOS and LANconfig, FileZilla before 3.66.4, Nova before 11.8, PKIX-SSH before 14.4, SecureCRT before 9.4.3, Transmit5 before 5.10.4, Win32-OpenSSH before 9.5.0.0p1-Beta, WinSCP before 6.2.2, Bitvise SSH Server before 9.32, Bitvise SSH Client before 9.33, KiTTY through 0.76.1.13, the net-ssh gem 7.2.0 for Ruby, the mscdex ssh2 module before 1.15.0 for Node.js, the thrussh library before 0.35.1 for Rust, and the Russh crate before 0.40.2 for Rust.",,,,0,,0
682384fe-5402-580f-9ea5-6216360405e6,2025-12-11T18:11:50,2026-02-13T16:07:30,,CVE-2025-65082,,,,,,443,,,,146.190.102.247,443,2025-12-05,2026-02-13T16:07:30,,,,,,"Improper Neutralization of Escape, Meta, or Control Sequences vulnerability in Apache HTTP Server through environment variables set via the Apache configuration unexpectedly superseding variables calculated by the server for CGI programs.

This issue affects Apache HTTP Server from 2.4.0 through 2.4.65.

Users are recommended to upgrade to version 2.4.66 which fixes the issue.",,,,0,,0
6a85218e-1230-506e-aa0f-c818da729f88,2025-12-11T18:11:50,2026-02-13T16:07:30,,CVE-2025-66200,,,,,,443,,,,146.190.102.247,443,2025-12-05,2026-02-13T16:07:30,,,,,,"mod_userdir+suexec bypass via AllowOverride FileInfo vulnerability in Apache HTTP Server. Users with access to use the RequestHeader directive in htaccess can cause some CGI scripts to run under an unexpected userid.

This issue affects Apache HTTP Server: from 2.4.7 through 2.4.65.

Users are recommended to upgrade to version 2.4.66, which fixes the issue.",,,,0,,0
e55f268e-9b99-5f10-acab-d3f382aa9135,2025-05-05T22:40:30,2026-02-13T16:07:30,,CVE-2022-37436,,,,,,443,,,,146.190.102.247,443,2023-01-17,2026-02-13T16:07:30,,,,,,"Prior to Apache HTTP Server 2.4.55, a malicious backend can cause the response headers to be truncated early, resulting in some headers being incorporated into the response body. If the later headers have any security purpose, they will not be interpreted by the client.",,,,0,,0
c6641b15-b91c-5437-ad7b-3427b6845d59,2025-05-05T22:40:30,2026-02-13T16:07:30,,CVE-2022-28614,,,,,,443,,,,146.190.102.247,443,2022-06-09,2026-02-13T16:07:30,,,,,,"The ap_rwrite() function in Apache HTTP Server 2.4.53 and earlier may read unintended memory if an attacker can cause the server to reflect very large input using ap_rwrite() or ap_rputs(), such as with mod_luas r:puts() function. Modules compiled and distributed separately from Apache HTTP Server that use the 'ap_rputs' function and may pass it a very large (INT_MAX or larger) string must be compiled against current headers to resolve the issue.",,,,0,,0
40082760-b4f4-5d7c-ae2f-e0eefb5f153b,2025-05-05T22:40:30,2026-02-13T16:07:30,,CVE-2022-28330,,,,,,80,,,,146.190.102.247,80,2022-06-09,2026-02-13T16:07:30,,,,,,Apache HTTP Server 2.4.53 and earlier on Windows may read beyond bounds when configured to process requests with the mod_isapi module.,,,,0,,0
7aa44fff-67a2-5eae-b0bd-e61f2177e488,2025-05-05T22:40:30,2026-02-13T16:07:30,,CVE-2024-24795,,,,,,80,,,,146.190.102.247,80,2024-04-04,2026-02-13T16:07:30,,,,,,"HTTP Response splitting in multiple modules in Apache HTTP Server allows an attacker that can inject malicious response headers into backend applications to cause an HTTP desynchronization attack.

Users are recommended to upgrade to version 2.4.59, which fixes this issue.",,,,0,,0
af1cf8f5-b270-56f3-b4f2-055751c8b9ab,2025-05-05T22:40:30,2026-02-13T16:07:30,,CVE-2022-28330,,,,,,443,,,,146.190.102.247,443,2022-06-09,2026-02-13T16:07:30,,,,,,Apache HTTP Server 2.4.53 and earlier on Windows may read beyond bounds when configured to process requests with the mod_isapi module.,,,,0,,0
12bae357-915b-591b-ba5a-81f97f0f1aa6,2025-05-05T22:40:30,2026-02-13T16:07:30,,CVE-2022-37436,,,,,,80,,,,146.190.102.247,80,2023-01-17,2026-02-13T16:07:30,,,,,,"Prior to Apache HTTP Server 2.4.55, a malicious backend can cause the response headers to be truncated early, resulting in some headers being incorporated into the response body. If the later headers have any security purpose, they will not be interpreted by the client.",,,,0,,0
08fb4f70-a1cf-5fff-bcd1-fba3adc490cd,2025-05-05T22:40:30,2026-02-13T16:07:30,,CVE-2024-24795,,,,,,443,,,,146.190.102.247,443,2024-04-04,2026-02-13T16:07:30,,,,,,"HTTP Response splitting in multiple modules in Apache HTTP Server allows an attacker that can inject malicious response headers into backend applications to cause an HTTP desynchronization attack.

Users are recommended to upgrade to version 2.4.59, which fixes this issue.",,,,0,,0
