Issue ID,First Observed,Last Observed,CVE,Vulnerability,Domain,Certificate Common Name,Ip address,Ip addresses,Hostname,Port,Email,Product name,Product version,Domain,IP Address,Port,Last Observed Open,Banner,Data,Source,Url,Explanation,Vulnerability description,Vulnerability publish date,Last Observed,Decay Reason,Observation Details,Observation Count,Average Findings (similar companies),Issue Incidence
68feca46-7c1f-5026-932a-d8284f21559e,2024-04-14T05:31:32,2026-02-16T06:20:32,,CVE-2010-5312,,,,,,80,,,,,129.154.235.219,80,2026-02-16T06:20:32,,,,,,Cross-site scripting (XSS) vulnerability in jquery.ui.dialog.js in the Dialog widget in jQuery UI before 1.10.0 allows remote attackers to inject arbitrary web script or HTML via the title option.,2014-11-24,,,,0,,0
b2550a71-90c6-502f-b7e6-727d7259fb1e,2024-04-14T05:31:32,2026-02-16T06:20:32,,CVE-2021-41182,,,,,,80,,,,,129.154.235.219,80,2026-02-16T06:20:32,,,,,,"jQuery-UI is the official jQuery user interface library. Prior to version 1.13.0, accepting the value of the `altField` option of the Datepicker widget from untrusted sources may execute untrusted code. The issue is fixed in jQuery UI 1.13.0. Any string value passed to the `altField` option is now treated as a CSS selector. A workaround is to not accept the value of the `altField` option from untrusted sources.",2021-10-26,,,,0,,0
9a7369b6-1bff-5944-931f-4327afc58601,2024-04-14T05:31:32,2026-02-15T10:50:55,,CVE-2010-5312,,,,,,443,,,,,129.154.235.219,443,2026-02-15T10:50:55,,,,,,Cross-site scripting (XSS) vulnerability in jquery.ui.dialog.js in the Dialog widget in jQuery UI before 1.10.0 allows remote attackers to inject arbitrary web script or HTML via the title option.,2014-11-24,,,,0,,0
991b60fa-b96f-52dd-9c4b-7660b0e428d9,2024-04-14T05:31:32,2026-02-15T10:50:55,,CVE-2021-41183,,,,,,443,,,,,129.154.235.219,443,2026-02-15T10:50:55,,,,,,"jQuery-UI is the official jQuery user interface library. Prior to version 1.13.0, accepting the value of various `*Text` options of the Datepicker widget from untrusted sources may execute untrusted code. The issue is fixed in jQuery UI 1.13.0. The values passed to various `*Text` options are now always treated as pure text, not HTML. A workaround is to not accept the value of the `*Text` options from untrusted sources.",2021-10-26,,,,0,,0
bad8a1dd-069c-561e-a645-f3293b044c64,2024-04-14T05:31:32,2026-02-15T10:50:55,,CVE-2021-41184,,,,,,443,,,,,129.154.235.219,443,2026-02-15T10:50:55,,,,,,"jQuery-UI is the official jQuery user interface library. Prior to version 1.13.0, accepting the value of the `of` option of the `.position()` util from untrusted sources may execute untrusted code. The issue is fixed in jQuery UI 1.13.0. Any string value passed to the `of` option is now treated as a CSS selector. A workaround is to not accept the value of the `of` option from untrusted sources.",2021-10-26,,,,0,,0
e2984f95-2e95-5898-acc7-8af19aafaee1,2024-04-14T05:31:32,2026-02-15T10:50:55,,CVE-2022-31160,,,,,,443,,,,,129.154.235.219,443,2026-02-15T10:50:55,,,,,,"jQuery UI is a curated set of user interface interactions, effects, widgets, and themes built on top of jQuery. Versions prior to 1.13.2 are potentially vulnerable to cross-site scripting. Initializing a checkboxradio widget on an input enclosed within a label makes that parent label contents considered as the input label. Calling `.checkboxradio( ""refresh"" )` on such a widget and the initial HTML contained encoded HTML entities will make them erroneously get decoded. This can lead to potentially executing JavaScript code. The bug has been patched in jQuery UI 1.13.2. To remediate the issue, someone who can change the initial HTML can wrap all the non-input contents of the `label` in a `span`.",2022-07-20,,,,0,,0
d695df76-62c2-5b8a-b76b-abab7fd0da27,2024-04-14T05:31:32,2026-02-15T10:50:55,,CVE-2021-41182,,,,,,443,,,,,129.154.235.219,443,2026-02-15T10:50:55,,,,,,"jQuery-UI is the official jQuery user interface library. Prior to version 1.13.0, accepting the value of the `altField` option of the Datepicker widget from untrusted sources may execute untrusted code. The issue is fixed in jQuery UI 1.13.0. Any string value passed to the `altField` option is now treated as a CSS selector. A workaround is to not accept the value of the `altField` option from untrusted sources.",2021-10-26,,,,0,,0
06fcd1ae-7aae-5af5-8a16-3a5863f2d07b,2024-03-01T23:26:50,2026-02-13T16:07:30,,CVE-2022-28330,,,,,,80,,,,,146.190.102.247,80,2026-02-13T16:07:30,,,,,,Apache HTTP Server 2.4.53 and earlier on Windows may read beyond bounds when configured to process requests with the mod_isapi module.,2022-06-09,,,,0,,0
4c602075-d63d-5f06-8a75-cf1496f56b2c,2024-07-06T17:50:32,2026-02-13T16:07:30,,CVE-2024-24795,,,,,,80,,,,,146.190.102.247,80,2026-02-13T16:07:30,,,,,,"HTTP Response splitting in multiple modules in Apache HTTP Server allows an attacker that can inject malicious response headers into backend applications to cause an HTTP desynchronization attack.

Users are recommended to upgrade to version 2.4.59, which fixes this issue.",2024-04-04,,,,0,,0
7d14dee3-fa86-5a8a-906e-f4341d361969,2023-08-19T08:24:07,2026-02-13T16:07:30,,CVE-2022-28614,,,,,,80,,,,,146.190.102.247,80,2026-02-13T16:07:30,,,,,,"The ap_rwrite() function in Apache HTTP Server 2.4.53 and earlier may read unintended memory if an attacker can cause the server to reflect very large input using ap_rwrite() or ap_rputs(), such as with mod_luas r:puts() function. Modules compiled and distributed separately from Apache HTTP Server that use the 'ap_rputs' function and may pass it a very large (INT_MAX or larger) string must be compiled against current headers to resolve the issue.",2022-06-09,,,,0,,0
9f687b8e-949d-506f-9ee9-29a521345e38,2023-07-04T03:25:36,2026-02-13T16:07:30,,CVE-2022-37436,,,,,,443,,,,,146.190.102.247,443,2026-02-13T16:07:30,,,,,,"Prior to Apache HTTP Server 2.4.55, a malicious backend can cause the response headers to be truncated early, resulting in some headers being incorporated into the response body. If the later headers have any security purpose, they will not be interpreted by the client.",2023-01-17,,,,0,,0
1b74c701-ddb4-51fc-a0a1-e0c6a72ce4b0,2024-07-06T17:50:32,2026-02-13T16:07:30,,CVE-2024-24795,,,,,,443,,,,,146.190.102.247,443,2026-02-13T16:07:30,,,,,,"HTTP Response splitting in multiple modules in Apache HTTP Server allows an attacker that can inject malicious response headers into backend applications to cause an HTTP desynchronization attack.

Users are recommended to upgrade to version 2.4.59, which fixes this issue.",2024-04-04,,,,0,,0
14651c3d-0b8d-5b25-a152-70ea01674e17,2023-07-04T03:25:36,2026-02-13T16:07:30,,CVE-2022-28614,,,,,,443,,,,,146.190.102.247,443,2026-02-13T16:07:30,,,,,,"The ap_rwrite() function in Apache HTTP Server 2.4.53 and earlier may read unintended memory if an attacker can cause the server to reflect very large input using ap_rwrite() or ap_rputs(), such as with mod_luas r:puts() function. Modules compiled and distributed separately from Apache HTTP Server that use the 'ap_rputs' function and may pass it a very large (INT_MAX or larger) string must be compiled against current headers to resolve the issue.",2022-06-09,,,,0,,0
1fd2c9b5-f216-5dea-a1de-1eb1be5ef1d4,2023-08-19T08:24:07,2026-02-13T16:07:30,,CVE-2022-37436,,,,,,80,,,,,146.190.102.247,80,2026-02-13T16:07:30,,,,,,"Prior to Apache HTTP Server 2.4.55, a malicious backend can cause the response headers to be truncated early, resulting in some headers being incorporated into the response body. If the later headers have any security purpose, they will not be interpreted by the client.",2023-01-17,,,,0,,0
bc134c49-39d7-5d59-ab0e-369edb5da7d5,2025-05-07T05:47:49,2026-02-13T16:07:30,,CVE-2016-20012,,,,,,22,,,,,146.190.102.247,22,2026-02-13T16:07:30,,,,,,"OpenSSH through 8.7 allows remote attackers, who have a suspicion that a certain combination of username and public key is known to an SSH server, to test whether this suspicion is correct. This occurs because a challenge is sent only when that combination could be valid for a login session. NOTE: the vendor does not recognize user enumeration as a vulnerability for this product",2021-09-15,,,,0,,0
dabde76a-e088-5253-ab30-8fb226ff3077,2024-03-01T23:26:50,2026-02-13T16:07:30,,CVE-2022-28330,,,,,,443,,,,,146.190.102.247,443,2026-02-13T16:07:30,,,,,,Apache HTTP Server 2.4.53 and earlier on Windows may read beyond bounds when configured to process requests with the mod_isapi module.,2022-06-09,,,,0,,0
a3da9ff0-d214-5c5f-befd-51cb962ae107,2025-05-07T05:47:49,2026-02-13T16:07:30,,CVE-2023-48795,,,,,,22,,,,,146.190.102.247,22,2026-02-13T16:07:30,,,,,,"The SSH transport protocol with certain OpenSSH extensions, found in OpenSSH before 9.6 and other products, allows remote attackers to bypass integrity checks such that some packets are omitted (from the extension negotiation message), and a client and server may consequently end up with a connection for which some security features have been downgraded or disabled, aka a Terrapin attack. This occurs because the SSH Binary Packet Protocol (BPP), implemented by these extensions, mishandles the handshake phase and mishandles use of sequence numbers. For example, there is an effective attack against SSH's use of ChaCha20-Poly1305 (and CBC with Encrypt-then-MAC). The bypass occurs in chacha20-poly1305@openssh.com and (if CBC is used) the -etm@openssh.com MAC algorithms. This also affects Maverick Synergy Java SSH API before 3.1.0-SNAPSHOT, Dropbear through 2022.83, Ssh before 5.1.1 in Erlang/OTP, PuTTY before 0.80, AsyncSSH before 2.14.2, golang.org/x/crypto before 0.17.0, libssh before 0.10.6, libssh2 through 1.11.0, Thorn Tech SFTP Gateway before 3.4.6, Tera Term before 5.1, Paramiko before 3.4.0, jsch before 0.2.15, SFTPGo before 2.5.6, Netgate pfSense Plus through 23.09.1, Netgate pfSense CE through 2.7.2, HPN-SSH through 18.2.0, ProFTPD before 1.3.8b (and before 1.3.9rc2), ORYX CycloneSSH before 2.3.4, NetSarang XShell 7 before Build 0144, CrushFTP before 10.6.0, ConnectBot SSH library before 2.2.22, Apache MINA sshd through 2.11.0, sshj through 0.37.0, TinySSH through 20230101, trilead-ssh2 6401, LANCOM LCOS and LANconfig, FileZilla before 3.66.4, Nova before 11.8, PKIX-SSH before 14.4, SecureCRT before 9.4.3, Transmit5 before 5.10.4, Win32-OpenSSH before 9.5.0.0p1-Beta, WinSCP before 6.2.2, Bitvise SSH Server before 9.32, Bitvise SSH Client before 9.33, KiTTY through 0.76.1.13, the net-ssh gem 7.2.0 for Ruby, the mscdex ssh2 module before 1.15.0 for Node.js, the thrussh library before 0.35.1 for Rust, and the Russh crate before 0.40.2 for Rust.",2023-12-18,,,,0,,0
